description,pallets,weight,cube
GENERAL CARGO,8,7225,474.44
GENERAL CARGO,5,2381,332.2
GENERAL CARGO,4,1870,238.8
GENERAL CARGO,14,14346,880
Dry Product,3,3860,86.6
GENERAL CARGO,1,61,16.6
GENERAL CARGO,1,356,20
GENERAL MERCHANDISE,1,66,21.1
GENERAL CARGO,4,1180,313.3
REFRIGERATED PRODUCT,8,7360,506.6
GENERAL MERCHANDISE,2,1265,110
REFRIGERATED PRODUCT,10,7648,642.2
PLT- 54-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,612.44,48.73
PLT- 53-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 52-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 51-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 50-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 49-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 48-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 47-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 46-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 45-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 79-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 78-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 77-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 76-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 75-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 74-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 73-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 72-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 71-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
PLT- 70-ELECTRONIC ATOMIZER /IT INCLUDE E-LIQUID BUT NO BATTERY,1,1023.83,81.79
REFRIGERATED product,2,2135,86.6
GENERAL CARGO,1,165,20
DRY,1,39,141.4
DRY,1,80,25.5
GROCERY ITEMS,2,1466,95.5
GENERAL CARRGO,1,150,27.7
REFRIGERATED product,4,4611,212.2
DRY,1,377,9.3
GENERAL CARGO,1,46,17.78
REFRIGERATED PRODUCT,13,16795,482.2
REFRIGERATED product,7,11079,414.4
REGULAR CARGO,1,1000,16
Dry Product,1,260,22.2
GROCERY ITEMS,2,5144,127.78
Frozen Product,2,138.89,2700
GENERAL CARGO,1,51,17.7
REFRIGERATED product,7,11927,493.33
GROCERY ITEMS,1,1197,41.1
REFRIGERATED,9,5882,390
GENERAL CARGO,1,814,64.4
REFRIGERATED,47,30510,1692.2
Frozen Product,18,19415,1112.2
Frozen product,8,4672,555.56
REFRIGERATED product,23,39980,1032.22
REFRIGERATED,2,3229,146.6
FROZEN FOOD,4,2060,254.4
Regular Cargo,3,3555,216.67
REFRIGERATED,15,27740,1267.7
166,1,740,67.78
Promocional Items,1,58,20
regular cargo,6,5265,503.33
Regular Cargo,3,760,134.44
Regular Cargo,4,2000,276.67
Regular Cargo,1,559,27.78
GENERAL CARGO,2,1105,88.8
REFRIGERATED,10,9305,521.1
REFRIGERATED product,1,693,30
regular cargo,4,6305,270
ccn,21,2774,964.44
regular cargo,1,1128,87.78
REFRIGERATED product,1,304,33.33
REFRIGERATED PRODUCT,7,16046.4,474.44
REFEIGERATED,2,3360,160
REFRIGERATED product,1,1051,45.5
GENERAL CARGO,1,247,30
GENERAL CARGO,3,2580,157.7
FROZEN MEAT,8,15075,367.78
REFRIGERATED PRODUCT,5,5645,262.2
Regular Cargo,1,232,27.78
GENERAL CARGO,1,307,107.1
GROCERY STORE,11,9816,286.67
Regular Cargo,3,5204,154.44
GROCERY MERCHANDISE,2,3400,151.11
GENERAL CARGO,11,2430,566.8
GENERAL CARGO,1,1,6.6
REFRIGERATED PRODUCT,3,2499,125.56
REFRIGERATED PRODUCT,3,1620,116.67
REFRIGERATED PRODUCT,1,280.14,15.56
REFRIGERATED CARGO,2,2408.2,128.89
REFRIGERATED CARGO,2,2169.2,96.67
REFRIGERATED product,10,5074,551.1
REFRIGERATED CARGO,32,26119.76,1537.78
GENERAL CARGO,1,235,35.5
GROCERY STORE,10,9410,286.6
GROCERY STORE,6,1608,346.6
GROCERY ITEMS,2,1896,112.2
GENERAL CARGO,3,1600,163.3
GENERAL CARGO,15,12696,766.6
GENERAL CARGO,10,10514,501.1
FG 44LBS BAGS PU-02A,20,53800,1777.78
GENERAL CARGO,8,6235,386.6
DRY,4,1984,172.2
Plastic Plates,8,4835,684.4
REFRIGERATED product,8,8509,472.2
ccn,2,2009,87.78
GENERAL CARGO,1,875,86.6
GROCERY STORE,6,9679,342.22
REFRIGERATED CARGO,4,4659,187.7
NFL,7,10479,482.22
GENERAL CARGO,61,17178,1945.5
GENERAL CARGO,5,5825,255.5
GENERAL CARGO,1,30,13.3
REFRIGERATED RODUCT,15,22450,924.44
GENERAL CARGO,2,2516,103.3
GENERAL CARGO,1,590,44.4
frozen product,1,202,22.2
Regular Cargo,1,72,18.89
GENERAL CARGO,2,740,76.6
SEASONINGS,2,1366,93.3
REFRIGERATED product,10,22524,637.7
GENERAL CARGO,5,3080,315.5
ccn,20,3695,1235.56
REFRIGERATED PRODUCT,4,2772,171.11
DRY,4,2511,130
REFRIGERATED Product,6,9896.5,392.22
FROZEN PRODUCT,1,116,22.2
DRY,3,2013,131.1
DRY,2,2670,126.6
DRY,4,1635,137.7
DRY,6,5253,295.5
DRY,4,3807,185.5
DRY,5,835,277.7
DRY,31,23147,1393.3
frozen product,6,5002,291.1
frozen product,2,2400,157.7
REFRIGERATED PRODUCT,2,2176,82.22
REFRIGERATED product,2,2648,112.2
frozen product,5,5085,455.5
Frozen Product,2,2910,126.67
Reefer Product,1,752,32.22
Sauces and Ketchup,22,42765,1207.78
FG ORG PURPLE 30LBS BOX #6   AV-07C,10,25950,977.78
FG ORG PURPLE 30LBS BOX #5   AV-07B,7,18165,684.44
FG ORG PURPLE 30LBS BOX #4   AV-07A,3,7785,293.33
GENERAL CARGO,1,54,20
GROCERY ITEMS,1,174,20
REFRIGERATED,12,24200,813.33
GENERAL CARGO,2,754,159.9
GENERAL CARGO,1,381,33.33
GROCERY STORE,9,5668,441.1
GENERAL MERCHANDISE,1,67,18.8
GENERAL CARGO,1,45,15.5
REFRIGERATED product,7,6332,428.8
GROCERY ITEMS,2,430,47.7
DRY,10,4379,335.3
GROCERY STORE,58,29608,2933.3
GENERAL CARGO,1,55,18.8
FROZEN PRODUCT,1,1026,46.6
REFRIGERATED,1,74,16.6
GENERAL CARGO,1,35,13.3
GENERAL CARGO,1,113,20
REFRIGERATED product,8,8719,384.4
DRY,2,369,88.8
REFRIGERATED,1,458,42.2
REFRIGERATED,22,40763,1026.6
REFRIGERATED Product,8,14843,542.22
Regular Cargo,11,5835,627.78
FROZEN PRODUCTS,2,2124,160
DRY PRODUCTS,6,3467,302.22
DRY PRODUCTS,5,4480,355.55
DRY PRODUCTS,3,5793,186.67
DRY PRODUCTS,2,1006,86.67
DRY PRODUCTS,3,2043,253.33
GROCERY STORE,4,6505,204.44
REFRIGERATED product,1,54,12.2
GROCERY ITEMS,2,2913,136.6
GENERAL CARGO,1,55,18
REFRIGERATED product,2,2169,95.5
DRY PRPDUCT,1,380,17.1
REFRIGERATED product,12,16227,443.3
REFRIGERATED product,1,186,14.4
REFRIGERATED product,3,2094,117.7
REFRIGERATED product,3,2131,105.5
REFRIGERATED product,11,8916,564.44
REFRIGERATED product,45,36017,1927.78
REFRIGERATED product,19,39381.51,2577.7
GROCERY ITEMS,18,42120,1220
refrigerate product,22,40765,1026.6
GENERAL CARGO,4,2605,132.2
Candies,1,87,16.67
GROCERY STORE,15,12843,783.3
GENERAL CARGO,1,798,35.5
GENERAL CARGO,5,1900,418.8
FG ORG WHITE 44LBS BAG  AM-04A,20,53340,2000
DRY,1,128,24.4
GROCERY MERCHANDISE,7,5298,144.44
DRY PRODUCT,17,48603,955.7
GENERAL CARGO,1,64,7.7
GENERAL CARGO,1,86,17.7
grocery merchandise,23,15419,1193.33
GROCERY ITEMS,17,21765,816.6
frozen product,2,1516,156.67
REFRIGERATED product,7,5598,364.45
REFRIGERATED product,6,2210,122.22
GENERAL CARGO,2,850,120
2 OZ  COLD PRESSED JUICE SHOT 100% ACEROLA 96CT/CASE,4,9387.47,271.11
WTR MLN WTR OG 6/12OZ,11,25815.53,745.56
GROCERY MERCHANDISE,5,11600,222.22
GENERAL CARGO,6,5184,583.33
GROCERY STORE,8,7200,384.44
REFRIGERATED Product,7,7726,342.22
grocery merchandise,1,328,53.33
GROCERY STORE,17,3856,893.33
Regular Cargo,1,245,42.22
REFRIGERATED product,2,3360,162.22
dry product,4,1276,151.1
dry product,1,674,75.5
GROCERY ITEMS,16,11774,763.3
dry product,2,2103,106.6
dry product,3,2976,170
dry product,4,13060,258.8
dry product,4,1480,220
dry product,1,240,43.3
dry product,3,1545,121.1
dry product,1,1116,64.4
dry product,2,746,58.8
dry product,2,2185,110
GENERAL CARGO,1,397,25.5
GENERAL CARGO,1,92,15.56
GROCERY STORE,2,909,74.4
GROCERY STORE,9,9971,378.89
FROZEN PRODUCT,4,2910,176.6
FROZEN PRODUCT,1,1008,35.5
FROZEN PRODUCT,4,2408,146.6
REFRIGERATED product,5,8609.4,341.1
GENERAL CARGO,38,6677,1234.4
GROCERY ITEMS,8,4866,688.8
CHEESE,9,13239.7,363.3
GENERAL CARGO,6,11146,442.2
GENERAL CARGO,1,229,66.8
GROCERY STORE,22,43838,1145.5
GENERAL CARGO,56,12538,3308.8
REFRIGERATED PRODUCT,17,38808,1117.78
REFRIGERATED product,11,33895.2,745.56
REFRIGERATED PRODUCT,1,485,43.3
GENERAL CARGO,1,495,18.8
GENERAL CARGO,3,1036,134.4
REFRIGERATED product,7,6463,451.1
BIKE,1,100,150
GENERAL CARGO,2,1900,75.5
GROCERY ITEMS,5,332,80
GENERAL CARGO,6,4747,393.3
GROCERY STORE,10,21460,600
frozen product,8,7242,741.1
GENERAL CARGO,3,2031,156.67
GROCERY ITEMS,4,3614,195.56
GROCERY STORE,1,615,27.7
GENERAL CARGO,1,172,26.6
GROCERY STORE,6,8020,360
GENERAL CARGO,1,61,16.6
GENERAL CARGO,1,439,42.2
GENERAL CARGO,1,89,18.8
geneal cargo,2,863,73.72
GROCERY STORE,29,35827,1276.6
GROCERY STORE,1,1115,46.6
WATERMELON,11,35000,745.56
frozen product,4,3242,382.2
REFRIGERATED PRODUCT,8,15152,542.2
GENERAL CARGO,10,5190,885.5
GENERAL CARGO,5,6213,270
GENERAL CARGO,1,191,24.4
GENERAL CARGO,3,1346,104.5
REFRIGERATED product,3,3013.5,131.1
REFRIGERATED product,2,2408.19,128.8
REFRIGERATED product,32,25421.45,1561.1
REFRIGERATED product,3,3169.7,143.3
REFRIGERATED PRODUCT,6,8794,306.6
REFRIGERATED product,5,4290,223.3
REFRIGERATED product,1,280,50
REFRIGERATED product,36,29067,1500
REFRIGERATED product,3,1575,120
REFRIGERATED product,1,452,20
REFRIGERATED product,1,559,24.4
REFRIGERATED product,5,11102,368.8
REFRIGERATED product,2,1764,105.5
GROCERY STORE,5,1387,237.7
GROCERY ITEMS,2,2616,107.7
REFRIGERATED PRODUCT,1,386,25.5
GROCERY STORE,8,9431,367.7
GENERAL CARGO,1,189,30
GENERAL CARGO,21,11731,2104.44
REFRIGERATED product,2,2121,104.4
GENERAL CARGO,1,379,51.1
REFRIGERATED product,8,14745,587.78
REFRIGERATED PRODUCT,8,7420,446.67
regular cargo,1,186,46.67
GENERAL CARGO,6,3525,408.8
GENERAL CARGO,1,3041,40
GENERAL CARGO,5,2334,335.5
REFRIGERATED PRODUCT,2,2080,75.5
REFRIGERATED,4,6978,235.5
Regular Cargo,22,38949.52,1026.67
Grocery merchandise,4,6520,204.44
DRY CARGO,1,676,33.3
DRY CARGO,6,4300,352.2
DRY CARGO,1,5251,41.1
GENERAL CARGO,1,88,16.6
REFRIGERATED product,5,6409,273.33
ccn,43,12385,1367.7
GROCERY STORE,9,7857,471.11
GROCERY STORE,2,1272,100
GENERAL CARGO,5,1810,253.3
GENERAL CARGO,2,837,57.7
GENERAL CARGO,3,1392,110
GENERAL CARGO,20,16138,936.6
GENERAL CARGO,1,2025,78.8
GENERAL CARGO,4,2938,151.1
GENERAL CARGO,8,1913,526.6
GENERAL CARGO,4,4547,214.4
GENERAL CARGO,6,4609,230
GENERAL CARGO,2,2663,127.7
GENERAL CARGO,6,3569,216.6
GENERAL CARGO,2,505,84.4
GROCERY STORE,9,5871,525.5
GENERAL CARGO,4,1185,165.5
GROCERY STORE,17,11409,831.1
GROCERY STORE,6,6645,228.8
Regular Cargo,1,708,84.93
GENERAL CARGO,1,780,35.5
GENERAL CARGO,1,593,91.1
GENERAL CARGO,2,4000,136.67
dry,2,1050,90
REFRIGERATED product,8,6872,462.22
FROZEN,4,3432,377.7
Trophies,1,91.3,28.89
GENERAL CARGO,3,3453,176.6
REFRIGERATED product,1,499,52.22
GENERAL MERCHANDISE,1,176,336
GENERAL CARGO,2,2423,88.8
Frozen Bread,7,2844,365.56
REFRIGERATED,1,107,16.6
GROCERY STORE,2,466,84.4
GENERAL CARGO,1,417,33.3
GROCERY STORE,5,1161,400
GENERAL CARGO,4,2044,135.5
DRY,7,10411,408.8
REFRIGERATED product,5,7485,351.11
GROCERY ITEMS,1,773,350
GROCERY STORE,1,555,23.3
GENERAL CARGO,2,899,165.56
REFRIGERATED,3,2346,120
REFRIGERATED,6,5493.43,325.56
GROCERY STORE,2,1077,63.3
REFRIGERATED,1,186,13.33
topco,3,2364,136.67
REFRIGERATED product,28,21821,715.5
REFRIGERATED product,9,8989,275.5
REFRIGERATED product,4,3169,148.89
Frozen product,14,14895,911.1
GROCERY ITEMS,1,1151,500
frozen product,1,1162,825
DRY PRODUCT,1,65,20
REFRIGERATED PRODUCT,4,2206,117.7
DRY PRODUCT,1,55,11.11
REFRIGERATED product,5,4580,316.6
Dry Product,1,69,16.67
REFRIGERATED,1,1260,60
REFRIGERATED product,13,19036,848.8
Fugi Water,1,163,20
REFRIGERATED PRODUCT,2,3360,166.6
GROCERY STORE,17,11273,596.6
Regular Cargo,7,7100,349.36
dry,20,13705,990.2
GENERAL CARGO,2,1070,94.4
GENERAL CARGO,1,709,1204.5
GROCERY ITEMS,11,9533,563.3
GROCERY ITEMS,1,107,33.3
GENERAL CARGO,1,450,47.78
Frozen Cargo,1,83.4,11.11
REFRIGERATED product,4,4801,225.56
REFRIGERATED product,8,13394,555.56
FROZEN PRODUCTS,5,2458.2,151.11
GENERAL CARGO,1,1160,78.8
DRY CARGO,7,5032,368.8
DRY CARGO,1,574,68.8
FROZEN PRODUCT,12,5089,600
GENERAL CARGO,11,12680,520
GROCERY STORE,11,5175,647.7
FROZEN PRODUCT,6,6754,334.4
GROCERY ITEMS,2,3425,95.5
CHEESE,1,780,51.1
GENERAL CARGO,7,1710,561.1
GROCERY STORE,13,11674,471.1
GROCERY ITEMS,49,28252,2500
REFRIGERATED Cheese,1,412,22.2
GENERAL CARGO,1,183,24.4
GENERAL CARGO,45,11044,1617.7
GROCERY MERCHANDISE,3,6434,165.5
REFRIGREATED PRODUCTS,9,9153.53,521.1
DRY GROCERY,5,7777.3,323.33
GROCERY ITEMS,4,1739,214.4
GROCERY ITEMS,15,9460,634.4
DRY CARGO,1,69,33.33
GROCERY ITEMS,2,1592,85.5
GROCERY MERCHANDISE,5,1610,280
GROCERY ITEMS,7,6723,302.2
BOARS HEAD,7,6891,325.5
GROCERY ITEMS,1,45,12.2
GENERAL CARGO,5,3065,350
GROCERY ITEMS,3,5454,157.7
FROZEN PRODUCT,11,16225,625.5
GENERAL CARGO,1,116,28.8
frozen product,1,146.1,31.1
GENERAL CARGO,1,396,65.5
GENERAL CARGO,2,684,145.5
Frozen Product,2,1080.8,97.78
REFRIGERATED product,15,16992,766.6
DRY GROCERY,1,1462.65,56.67
GENERAL CARGO,1,219,32.2
REFRIGERATED product,21,46305,2123.3
GENERAL CARGO,15,3086,824.4
DRY CARGO,7,5222,501.1
GENERAL CARGO,1,50,77.7
GROCERY MERCHANDISE,2,4525,102.2
REFRIGERATED PRODUCT,21,15736,828.8
GENERAL CARGO,1,113,33.3
REFRIGERATED PRODUCT,6,5990,151.1
REFRIGERATED PRODUCT,2,2408,128.8
REFRIGERATED PRODUCT,3,2914,131.1
REFRIGERATED PRODUCT,3,2584,214.4
GENERAL CARGO,1,1312,41.1
GROCERY ITEMS,9,16560,530
REFRIGERATED product,21,45177,2100
Restaurant Store,1,108,60
DRY PRODUCT,1,155,73.3
Chill Product,3,2131.5,106.66
REFRIGERATED product,21,43384,2140
Chill Product,1,172,13.33
FROZEN PRODUCT,3,3600,236.6
Chill Product,1,186.76,13.33
Chill Product,3,1620,116.66
Chill Product,29,20990.02,1310
REFRIGERATED product,4,2352,151.1
Chill Product,1,169.68,16.66
REFRIGERATED PRODUCT,5,8220,277.7
DRY CARGO,3,1874,137.7
apple,18,41454,1900
DRY CARGO,1,589,38.8
Ac units,4,9000,1460
REFRIGERATED PRODUCT,21,43736,226.6
REFRIGERATED PRODUCT,24,41705,1444.4
APPLE,21,45360,2014.4
DRY GROCERY,19,51962.6,1164.44
Rollos Cortados,1,79,21.1
GENERAL CARGO,1,80,17.7
GROCERY STORE,5,9486,326.6
GROCERY STORE,3,2176,71.1
BRIOCHE BUNS,22,14300,2077.78
GENERAL CARGO,1,199,37.7
GENERAL CARGO,6,1865,391.4
dry product,1,861,37.7
DRY CARGO,1,33,14.4
REFRIGERATED product,8,10240,508.8
GENERAL CARGO,3,3334,156.6
Dry Product,12,7331,1030
Dry product,1,140,20.6
frozen product,4,3361,383.3
CHEESE,3,5129,143.3
GENERAL CARGO,1,580,15.4
party Items,1,58,22.2
Glove Specialties,2,1708,91.1
REFRIGERATED Product,7,7052,333.33
Cheese,1,632.6,38.8
GROCERY ITEMS,24,31777,1090
REFRIGERATED Meat,8,11559.3,494.44
GENERAL CARGO,1,325,31.1
GENERAL CARGO,1,1153,55.5
GROCERY STORE,3,2850,35.5
GENERAL CARGO,5,2884,358.8
REFRIGERATED,2,2075,75.5
GENERAL CARGO,1,53,11.1
GENERAL CARGO,1,36,13.3
GENERAL CARGO,1,137,20
food stuff,3,3824,146.6
REFRIGERATED product,6,10611,350
REFRIGERATED product,9,16695,656.6
GROCERY STORE,1,1034,100
DRY CARGO,4,2065,144.44
GROCERY ITEMS,1,1292,63.3
GROCERY ITEMS,15,12023,810
DRY CARGO,1,845,42.22
Dry Product,2,1714,85.55
GROCERY ITEMS,5,4063,262.2
Dry Product,6,1492,283.33
GROCERY ITEMS,3,1824,86.6
GROCERY ITEMS,6,2062,188.8
GROCERY ITEMS,4,2062,218.8
GROCERY ITEMS,1,1918,1866.6
GROCERY ITEMS,1,846,700
GROCERY ITEMS,1,1668,1610
Jalapenos,2,2700,144.4
GENERAL CARGO,3,1090,163.3
grocery,28,38034,1860
Frozen Product,5,4111,400
DRY CARGO,1,615,34
GENERAL CARGO,21,43092,1283.3
GENERAL CARGO,6,4399,518.8
GENERAL CARGO,2,500,55.5
REFRIGERATED product,8,12047,518.8
REFRIGERATED PRODUCT,7,8532.41,436.67
frozen product,7,5001.35,364.4
REFRIGERATED product,10,16526,684.4
GENERAL CARGO,1,1226,55.5
GENERAL CARGO,1,573,26.6
GENERAL CARGO,1,315,34.4
GROCERY STORE,10,4735,635.5
GENERAL CARGO,38,5903,758.8
REFRIGERATED product,1,144,17.7
Frozen Product,6,13884,386.6
frozen product,3,1250,273.3
food stuff,5,11000,338.8
REFRIGERATED PRODUCT,8,12104,487.7
FROZEN PRODUCTS,6,6303.9,295.55
FROZEN PRODUCT,2,2229,124.4
REFRIGERATED product,1,186,13.3
REFRIGERATED product,9,11754,335.5
REFRIGERATED product,2,2131,103.3
REFRIGERATED product,1,1628,45.5
REFRIGERATED product,1,169,16.6
REFRIGERATED product,4,2364,143.3
REFRIGERATED PRODUCT,1,95,18.8
REFRIGERATED product,6,4882,321.1
REFRIGERATED product,4,4808,151.1
Dry Groceries,1,698.5,41.11
Frozen Foods,2,1607.1,157.77
GENERAL CARGO,4,2564,191.1
GENERAL CARGO,3,3372,214.4
GROCERY ITEMS,12,20031,1715.5
GROCERY ITEMS,2,5513,110
grocery  store merchandise,1,635,57.7
FROZEN PRODUCT,1,203,16.6
GENERAL CARGO,2,1128,138.4
REFRIGERATED PRODUCT,36,27073,1466.6
GENERAL CARGO,9,21163,510
REFRIGERATED PRODUCT,1,2001,62.2
GENERAL  CARGO,6,10836,450
REFRIGERATED PRODUCT,1,992,57.7
REFRIGERATED PRODUCT,12,12433,710
GENERAL CARGO,1,173,18.8
Dry Product,2,1338,93.33
DRY CARGO,2,1000,125.55
Dry Product,11,10000,522.22
REFRIGERATED PRODUCT,1,502,42.2
REFRIGERATED PRODUCT,9,15409,706.6
GENERAL CARGO,1,127,26.6
REFRIGERATED product,6,8143,377.7
GROCERY STORE,7,2050,360
REFRIGRATED PRODUCT,11,12467.4,687.78
REFRIGERATED product,4,6490,257.7
DRY CARGO,3,776.6,127.7
GENERAL CARGO,10,11672,666.6
FROZEN PRODUCT,1,1450,58.89
GENERAL CARGO,1,550,43.3
frozen product,4,5140,228.8
GROCERY ITEMS,5,5310,336.6
REFRIGERATED product,1,780,42.2
GROCERY ITEMS,10,6810,477.7
FROZEN PRODUCT,2,3360,162.2
GENERAL CARGO,1,965,51.16
REFRIGERATED product,6,5556,184.4
GROCERY ITEMS,2,725,65.5
GROCERY ITEMS,6,1975,485.9
GROCERY ITEMS,1,283,33.3
DRY CARGO,5,7435,261.11
DRY GROCERY,1,1250,54.4
GROCERY STORE,11,12036,48.8
GROCERY STORE,10,10710,356.6
GENERAL CARGO,3,2984,158.89
GENERAL CARGO,6,5993,282.22
DRY CARGO,1,156,21.11
DRY GROCERY merchandise,7,2245,338.8
GROCERY STORE,20,13778,928.8
grocery merchandise,4,4646,162.2
DRY GROCERY merchandise,4,1281,305.5
grocery merchandise,3,1756,94.4
GENERAL CARGO,1,46,13.3
grocery merchandise,2,1840,80
grocery merchandise,2,1324,73.3
dry  products,23,15964,1183.3
grocery merchandise,3,2534,133.3
grocery merchandise,2,2334,167.7
grocery cargo,5,1830,134.4
DRY GROCERY,5,3896,176.67
DRY GROCERY,2,2448,101.11
GENERAL CARGO,2,997,85.5
GROCERY ITEMS,3,2104,100
REFRIGERATED product,1,1895,91.1
REFIGERATED PRODUCT,4,3915,183.3
REFRIGERATED PRODUCT,2,1867.89,86.6
REFRIGERATED PRODUCT,1,879.6,34.4
REFRIGERATED PRODUCT,1,495,33.3
REFRIGERATED PRODUCT,1,169.68,16.6
REFRIGERATED PRODUCT,2,1116,41.1
REFRIGERATED PRODUCT,1,186.76,80
grocery merchandise,17,17173,694.4
GENERAL CARGO,1,120,25.5
FROZEN PRODUCT,6,9564,540
GENERAL MERCHANDISE,21,41676,976.6
REGULAR CARGO,15,35100,1016.66
GENERAL CARGO,1,1568,78.8
GENERAL CARGO,2,1094,92.2
REFRIGERATED PRODUCT,9,9137,0
GROCERY ITEMS,8,10135,373.3
grocery  store merchandise,12,15085,406.6
GENERAL CARGO,2,698,102.2
REFRIGERATED product,9,12152,520
frozen product,1,288,21.1
DRY CARGO,9,12731,546.44
GENERAL  CARGO,1,306,27.7
grocery  store merchandise,15,12941,748.8
GROCERY STORE,6,2185.8,0
REFRIGERATED PRODUCT,4,5467,240
Meat REFRIGERATED,6,11724.96,0
REFRIGERATED PRODUCT,45,35381,0
REFRIGERATED,2,1428,121.1
WEL,3,2425,121.1
GENERAL CARGO,1,77,23.33
GENERAL CARGO,1,317,44.44
GENERAL CARGO,37,18460,2987.7
GROCERY STORE,10,5428,664.44
CCN,4,5076,214.44
GROCERY ITEMS,6,871,124.4
GENERAL CARGO,5,3115,312.2
REGUAR CARGO,1,628,46.67
GENERAL CARGO,36,6868,1010
Greek Feta Cheese,1,2442,50.67
Greek Feta Cheese,1,2503,56
Graviera Cheese,1,1355,59.56
REFRIGERATED product,1,1247,65.56
REFRIGERATED product,11,13277,666.67
DRY GROCERY,4,1952,171.11
Frozen SeaFood,2,1836,0
Dry Groceries,45,25941,2340
Knife,1,46,14.44
frozen product,1,640,15.56
REFRIGERATED product,1,97.5,26.67
GROCERY ITEMS,1,396.84,42.22
REFRIGERATED product,4,5447,227.78
REFRIGERATED product,1,782,36.67
Frozen Grocery,5,3472,384.44
Regular Cargo,1,459,71.11
GROCERY ITEMS,2,4296,94.44
frozen food,11,5037,636.6
REFRIGERATED product,4,4854,221.11
DRY CARGO,1,870,66.67
GENERAL CARGO,3,100,53.33
dry product,17,12237,951.85
ccn,1,54,15.56
dry product,10,2471,496.6
REGULAR CARGO,1,187,33.33
GENERAL CARGO,6,10999,453.3
dry  products,3,3534,157.7
GENERAL CARGO,1,148,14.4
GENERAL CARGO,3,1785,154.4
GENERAL  CARGO,35,6252,924.4
GENERAL CARGO,3,1600,66.6
GENERAL CARGO,4,2747,181.1
GENERAL CARGO,6,3381,265.5
GENERAL CARGO,1,171,25.5
REFRIGERATED product,2,2604,151.1
ref  product,22,41149.41,1026.6
REFRIGERATED product,6,7098,203.3
REFRIGERATED product,3,1816,116.6
REFRIGERATED product,23,15584,835.5
dry  products,3,4921,158.8
dry  products,4,6561,204.4
Dry Stuff,3,3425,156.6
dry  products,22,24947,1034.4
DRY CARGO,4,6232,230
REGULAR CARGO,7,5163,487.78
food stuff,1,899,44.4
dry  product,1,34,12.2
REFRIGERATED product,8,8498,526.6
DRY CARGO,21,5682,2032.2
GENERAL CARGO,3,1019,225.5
Frozen Product,1,1235,55.5
FROZEN PRODUCTS,2,1186.7,78.89
GENERAL CARGO,1,1077,1120
REFRIGERATED   PRODUCTS,6,2134,130
dry  products,1,190,24.4
DRY CARGO,1,1408,51.1
Frozen Product,1,1131,68.8
frozen product,1,270,25.5
Store Grocery Merchandise,5,5813,202.2
dry  products,2,1030,82.2
dry  products,4,2277,291.1
dry  products,5,2814,296.6
grocery  store merchandise,18,33300,1080
REFRIGERATED product,7,10000,465.5
GENERAL CARGO,2,777,43.3
dry  products,6,1116,261.1
dry  product,10,4415,535.5
GENERAL CARGO,14,14370,637.7
GENERAL CARGO,1,359,28.8
RICE ORANGE BAG,6,14700,333.3
GENERAL CARGO,1,296,17.7
FROZEN PRODUCT,3,2395.6,131.11
dry  products,14,6709,1038.8
GENERAL CARGO,2,2567,87.7
GENERAL CARGO,2,2777,108.8
GENERAL CARGO,2,1583,88.8
GENERAL CARGO,3,1022,71.1
GROCERY ITEMS,2,2706,130
GENERAL CARGO,6,2144,281.1
GENERAL CARGO,2,1828,85.5
dry  products,13,5200,670
RICE RED BAG,20,49000,1111.1
